sim_time_us,observer_id,known_count,entries
60728710,8,1,8:2|
60739789,16,2,7:2|16:2|
60742877,13,2,13:2|28:2|
60747612,26,2,15:2|26:2|
60754524,7,1,7:2|
60757802,28,1,28:2|
60762482,15,1,15:2|
60780878,31,2,9:2|31:2|
60795663,9,1,9:2|
60888362,12,2,12:2|37:2|
60889199,18,3,12:2|18:2|37:2|
60903280,37,1,37:2|
60908667,31,3,9:2|31:2|39:2|
60908802,10,3,10:2|18:2|39:2|
60922919,39,1,39:2|
60955775,9,2,9:2|24:2|
60970984,24,1,24:2|
60996660,34,6,1:6|20:1|22:1|30:1|34:2|38:1|
60999219,2,2,2:2|17:2|
60999485,24,2,17:2|24:2|
61000306,12,3,12:2|17:2|37:2|
61001230,18,4,12:2|17:2|18:2|37:2|
61014420,17,1,17:2|
61052087,38,6,1:6|20:1|22:1|30:1|34:1|38:2|
61063089,20,6,1:6|20:2|22:1|30:1|34:1|38:1|
61077244,25,2,25:2|27:2|
61092169,27,1,27:2|
61119688,16,3,7:2|16:2|23:2|
61120552,27,2,6:2|27:2|
61121363,25,3,6:2|25:2|27:2|
61121369,26,3,6:2|15:2|26:2|
61133105,11,1,11:2|
61133946,23,1,23:2|
61134552,36,1,36:2|
61135312,6,1,6:2|
61187496,4,2,4:2|32:2|
61187526,7,2,7:2|32:2|
61202676,32,1,32:2|
61250633,1,6,1:6|20:1|22:1|30:1|34:1|38:2|
61250750,30,6,1:6|20:1|22:1|30:2|34:1|38:2|
61250768,20,6,1:6|20:2|22:1|30:1|34:1|38:2|
61279450,21,2,19:2|21:2|
61287994,31,4,9:2|19:2|31:2|39:2|
61288790,5,3,3:2|5:2|8:2|
61289100,41,3,3:2|5:2|41:2|
61294379,19,1,19:2|
61303102,3,1,3:2|
61337505,8,2,8:2|14:2|
61338480,40,3,5:2|14:2|40:2|
61338880,5,4,3:2|5:2|8:2|14:2|
61352709,14,1,14:2|
61378545,32,2,32:2|33:2|
61379153,4,3,4:2|32:2|33:2|
61379278,13,3,13:2|28:2|33:2|
61380094,6,2,6:2|35:2|
61393371,33,1,33:2|
61395298,35,1,35:2|
61400515,13,4,13:2|28:2|33:2|35:2|
70485358,1,6,1:7|20:1|22:1|30:1|34:1|38:2|
70545386,42,0,
70550769,22,6,1:7|20:1|22:2|30:1|34:1|38:2|
70550789,30,6,1:7|20:1|22:1|30:2|34:1|38:2|
70550791,20,6,1:7|20:2|22:1|30:1|34:1|38:2|
70550791,38,6,1:7|20:1|22:1|30:1|34:1|38:2|
70550797,34,6,1:7|20:1|22:1|30:1|34:2|38:2|
70641050,1,6,1:7|20:2|22:1|30:1|34:1|38:2|
71364805,1,6,1:7|20:2|22:1|30:2|34:1|38:2|
72114696,1,6,1:7|20:2|22:2|30:2|34:1|38:2|
75028543,1,6,1:7|20:2|22:2|30:2|34:2|38:2|
75346653,1,6,1:7|20:2|22:2|30:2|34:2|38:2|
80552906,42,0,
82758976,1,6,1:8|20:2|22:2|30:2|34:2|38:2|
82835856,20,6,1:8|20:2|22:2|30:2|34:2|38:2|
82835856,22,6,1:8|20:2|22:2|30:2|34:2|38:2|
82835892,38,6,1:8|20:2|22:2|30:2|34:2|38:2|
82835902,30,6,1:8|20:2|22:2|30:2|34:2|38:2|
82835905,34,6,1:8|20:2|22:2|30:2|34:2|38:2|
86383198,1,6,1:8|20:2|22:2|30:2|34:2|38:2|
86792068,1,6,1:8|20:2|22:2|30:2|34:2|38:2|
87541812,1,6,1:8|20:2|22:2|30:2|34:2|38:2|
90140829,1,6,1:8|20:2|22:2|30:2|34:2|38:2|
90466742,1,6,1:8|20:2|22:2|30:2|34:2|38:2|
90560718,42,0,
93430723,1,6,1:9|20:2|22:2|30:2|34:2|38:2|
93545945,20,6,1:9|20:2|22:2|30:2|34:2|38:2|
93545946,22,6,1:9|20:2|22:2|30:2|34:2|38:2|
93545959,38,6,1:9|20:2|22:2|30:2|34:2|38:2|
93545967,30,6,1:9|20:2|22:2|30:2|34:2|38:2|
93545968,34,6,1:9|20:2|22:2|30:2|34:2|38:2|
100558273,1,6,1:9|20:2|22:2|30:2|34:2|38:2|
100568671,42,0,
101716661,1,6,1:9|20:2|22:2|30:2|34:2|38:2|
102227172,1,6,1:9|20:2|22:2|30:2|34:2|38:2|
104466428,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
104571293,38,6,1:10|20:2|22:2|30:2|34:2|38:2|
104571301,22,6,1:10|20:2|22:2|30:2|34:2|38:2|
104571303,30,6,1:10|20:2|22:2|30:2|34:2|38:2|
104571308,34,6,1:10|20:2|22:2|30:2|34:2|38:2|
104571331,20,6,1:10|20:2|22:2|30:2|34:2|38:2|
104946059,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
105272136,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
110576483,42,0,
115363657,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
116717513,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
117467262,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
119121247,1,6,1:10|20:2|22:2|30:2|34:2|38:2|
119333451,1,6,1:11|20:2|22:2|30:2|34:2|38:2|
119376418,30,6,1:11|20:2|22:2|30:2|34:2|38:2|
119376420,22,6,1:11|20:2|22:2|30:2|34:2|38:2|
119376421,20,6,1:11|20:2|22:2|30:2|34:2|38:2|
119376426,38,6,1:11|20:2|22:2|30:2|34:2|38:2|
119376442,34,6,1:11|20:2|22:2|30:2|34:2|38:2|
119766188,1,6,1:11|20:2|22:2|30:2|34:2|38:2|
120584315,42,0,
120636403,1,6,1:11|20:2|22:3|30:2|34:2|38:2|
120662435,22,6,1:11|20:2|22:3|30:2|34:2|38:2|
121669408,30,6,1:11|20:2|22:2|30:3|34:2|38:2|
121731421,1,6,1:11|20:2|22:3|30:3|34:2|38:2|
121731558,38,6,1:11|20:2|22:2|30:3|34:2|38:2|
121944765,34,6,1:11|20:2|22:2|30:2|34:3|38:2|
122046369,1,6,1:11|20:2|22:3|30:3|34:3|38:2|
122046482,20,6,1:11|20:2|22:2|30:2|34:3|38:2|
122803553,18,6,10:3|12:2|17:2|18:2|37:2|39:2|
122821405,28,4,13:3|28:2|33:2|35:2|
122823206,9,5,9:2|19:2|24:2|31:3|39:2|
122825774,10,3,10:3|18:2|39:2|
122828196,25,3,6:2|25:3|27:2|
122850657,13,4,13:3|28:2|33:2|35:2|
122851916,31,4,9:2|19:2|31:3|39:2|
122861862,15,3,6:2|15:2|26:3|
122886726,26,3,6:2|15:2|26:3|
122891120,5,5,3:2|5:2|8:2|14:2|41:3|
122914671,41,3,3:2|5:2|41:3|
122953763,2,2,2:3|17:2|
122958105,40,3,5:2|14:2|40:3|
122994427,12,6,10:3|12:2|17:2|18:3|37:2|39:2|
122994439,10,6,10:3|12:2|17:2|18:3|37:2|39:2|
122994760,37,6,10:3|12:2|17:2|18:3|37:2|39:2|
123012552,4,3,4:3|32:2|33:2|
123033062,18,6,10:3|12:2|17:2|18:3|37:2|39:2|
123069051,21,3,19:2|21:2|29:3|
123073089,8,5,3:2|5:3|8:2|14:2|41:3|
123073102,41,5,3:2|5:3|8:2|14:2|41:3|
123074199,40,6,3:2|5:3|8:2|14:2|40:3|41:3|
123088654,29,2,21:2|29:3|
123106881,5,5,3:2|5:3|8:2|14:2|41:3|
123114206,29,3,19:2|21:3|29:3|
123120565,23,3,7:2|16:3|23:2|
123121243,7,4,7:2|16:3|23:2|32:2|
123121742,37,6,10:3|12:3|17:2|18:3|37:2|39:2|
123121744,18,6,10:3|12:3|17:2|18:3|37:2|39:2|
123122405,17,6,10:3|12:3|17:2|18:3|37:2|39:2|
123129625,5,5,3:2|5:3|8:3|14:2|41:3|
123139229,21,3,19:2|21:3|29:3|
123145454,16,3,7:2|16:3|23:2|
123145606,23,8,3:2|5:3|7:2|8:3|14:2|16:3|23:2|41:3|
123160684,12,6,10:3|12:3|17:2|18:3|37:2|39:2|
123160773,26,3,6:2|15:3|26:3|
123163837,8,5,3:2|5:3|8:3|14:2|41:3|
123165393,13,4,13:3|28:3|33:2|35:2|
123166577,16,4,7:3|16:3|23:2|32:2|
123184001,7,4,7:3|16:3|23:2|32:2|
123185818,15,3,6:2|15:3|26:3|
123195125,28,4,13:3|28:3|33:2|35:2|
123197204,31,5,9:3|19:2|24:2|31:3|39:2|
123198386,24,6,9:3|17:2|19:2|24:2|31:3|39:2|
123231142,9,5,9:3|19:2|24:2|31:3|39:2|
123313761,12,6,10:3|12:3|17:2|18:3|37:3|39:2|
123313764,18,6,10:3|12:3|17:2|18:3|37:3|39:2|
123329549,31,5,9:3|19:2|24:2|31:3|39:3|
123330626,10,6,10:3|12:2|17:2|18:3|37:2|39:3|
123342303,39,1,39:3|
123352754,37,6,10:3|12:3|17:2|18:3|37:3|39:2|
123381236,9,6,9:3|17:2|19:2|24:3|31:3|39:2|
123385396,17,10,9:3|10:3|12:3|17:2|18:3|19:2|24:3|31:3|37:2|39:2|
123420189,24,6,9:3|17:2|19:2|24:3|31:3|39:2|
123429358,12,9,9:3|10:3|12:3|17:3|18:3|24:3|31:3|37:3|39:2|
123429392,18,9,9:3|10:3|12:3|17:3|18:3|24:3|31:3|37:3|39:2|
123430654,2,10,2:3|9:3|10:3|12:3|17:3|18:3|24:3|31:3|37:2|39:2|
123447547,24,10,9:3|10:3|12:3|17:3|18:3|19:2|24:3|31:3|37:2|39:2|
123482976,17,10,9:3|10:3|12:3|17:3|18:3|19:2|24:3|31:3|37:2|39:2|
123497688,6,3,6:2|27:3|35:2|
123517381,27,2,6:2|27:3|
123534138,35,3,6:3|27:3|35:2|
123537572,27,3,6:3|27:3|35:2|
123544648,11,1,11:3|
123546918,8,8,3:2|5:3|7:2|8:3|14:2|16:3|23:3|41:3|
123548162,16,9,3:2|5:3|7:3|8:3|14:2|16:3|23:3|32:2|41:3|
123553936,36,1,36:3|
123558833,6,3,6:3|27:3|35:2|
123595104,23,8,3:2|5:3|7:2|8:3|14:2|16:3|23:3|41:3|
123599985,33,2,32:3|33:2|
123602132,7,5,7:3|16:3|23:2|32:3|33:2|
123620373,32,2,32:3|33:2|
123713763,19,1,19:3|
123714665,3,1,3:3|
123764245,14,1,14:3|
123798346,32,2,32:3|33:3|
123801231,6,3,6:3|27:3|35:3|
123818859,33,2,32:3|33:3|
123826522,35,3,6:3|27:3|35:3|
125303216,38,6,1:11|20:2|22:2|30:3|34:2|38:3|
125361395,1,6,1:11|20:2|22:3|30:3|34:3|38:3|
125361530,30,6,1:11|20:2|22:2|30:3|34:2|38:3|
125361588,20,6,1:11|20:2|22:2|30:3|34:3|38:3|
125467630,20,6,1:11|20:3|22:2|30:3|34:3|38:3|
125511408,1,6,1:11|20:3|22:3|30:3|34:3|38:3|
125511565,34,6,1:11|20:3|22:2|30:3|34:3|38:3|
125511570,38,6,1:11|20:3|22:2|30:3|34:3|38:3|
130489998,1,6,1:11|20:3|22:3|30:3|34:3|38:3|
130592108,42,0,
132272376,1,6,1:11|20:3|22:3|30:3|34:3|38:3|
132467635,1,6,1:11|20:3|22:3|30:3|34:3|38:3|
133303543,1,6,1:11|20:3|22:3|30:3|34:3|38:3|
133749836,1,6,1:12|20:3|22:3|30:3|34:3|38:3|
133866528,38,6,1:12|20:3|22:3|30:3|34:3|38:3|
133866537,20,6,1:12|20:3|22:3|30:3|34:3|38:3|
133866560,22,6,1:12|20:3|22:3|30:3|34:3|38:3|
133866564,34,6,1:12|20:3|22:3|30:3|34:3|38:3|
133866593,30,6,1:12|20:3|22:3|30:3|34:3|38:3|
134252342,1,6,1:12|20:3|22:3|30:3|34:3|38:3|
140599926,42,0,
144497228,1,6,1:13|20:3|22:3|30:3|34:3|38:3|
144576588,30,6,1:13|20:3|22:3|30:3|34:3|38:3|
144576593,20,6,1:13|20:3|22:3|30:3|34:3|38:3|
144576616,38,6,1:13|20:3|22:3|30:3|34:3|38:3|
144576618,34,6,1:13|20:3|22:3|30:3|34:3|38:3|
144576637,22,6,1:13|20:3|22:3|30:3|34:3|38:3|
145288932,1,6,1:13|20:3|22:3|30:3|34:3|38:3|
147707640,1,6,1:13|20:3|22:3|30:3|34:3|38:3|
148220287,1,6,1:13|20:3|22:3|30:3|34:3|38:3|
148427451,1,6,1:13|20:3|22:3|30:3|34:3|38:3|
149361458,1,6,1:13|20:3|22:3|30:3|34:3|38:3|
150608007,42,0,
158901717,22,6,1:14|20:3|22:3|30:3|34:3|38:3|
158901725,38,6,1:14|20:3|22:3|30:3|34:3|38:3|
158901727,34,6,1:14|20:3|22:3|30:3|34:3|38:3|
158901742,30,6,1:14|20:3|22:3|30:3|34:3|38:3|
158901754,20,6,1:14|20:3|22:3|30:3|34:3|38:3|
158945090,1,6,1:14|20:3|22:3|30:3|34:3|38:3|
159778978,1,6,1:14|20:3|22:3|30:3|34:3|38:3|
160615546,42,0,
162830585,1,6,1:14|20:3|22:3|30:3|34:3|38:3|
163239527,1,6,1:14|20:3|22:3|30:3|34:3|38:3|
163337915,1,6,1:14|20:3|22:3|30:3|34:3|38:3|
164796614,1,6,1:14|20:3|22:3|30:3|34:3|38:3|
170623359,42,0,
173466415,1,6,1:15|20:3|22:3|30:3|34:3|38:3|
173556836,22,6,1:15|20:3|22:3|30:3|34:3|38:3|
173556841,30,6,1:15|20:3|22:3|30:3|34:3|38:3|
173556841,38,6,1:15|20:3|22:3|30:3|34:3|38:3|
173556859,34,6,1:15|20:3|22:3|30:3|34:3|38:3|
173556883,20,6,1:15|20:3|22:3|30:3|34:3|38:3|
174898965,1,6,1:15|20:3|22:3|30:3|34:3|38:3|
177947726,1,6,1:15|20:3|22:3|30:3|34:3|38:3|
178460887,1,6,1:15|20:3|22:3|30:3|34:3|38:3|
178989228,1,6,1:15|20:3|22:3|30:3|34:3|38:3|
179601514,1,6,1:15|20:3|22:3|30:3|34:3|38:3|
180631191,42,0,
183548786,30,6,1:15|20:3|22:3|30:4|34:3|38:3|
184573066,18,9,9:3|10:4|12:3|17:3|18:3|24:3|31:3|37:3|39:3|
184593827,25,3,6:2|25:4|27:2|
184609527,10,6,10:4|12:2|17:2|18:3|37:2|39:3|
184616288,13,4,13:4|28:3|33:2|35:2|
184623552,31,5,9:3|19:2|24:2|31:4|39:3|
184652358,26,3,6:2|15:3|26:4|
184657697,5,5,3:2|5:3|8:3|14:2|41:4|
184692143,41,5,3:2|5:3|8:2|14:2|41:4|
184702568,5,6,3:2|5:3|8:3|14:2|40:4|41:4|
184741449,40,6,3:2|5:3|8:2|14:2|40:4|41:3|
184754696,2,10,2:4|9:3|10:3|12:3|17:3|18:3|24:3|31:3|37:2|39:2|
184778181,4,3,4:4|32:2|33:2|
184779813,12,9,9:3|10:4|12:3|17:3|18:4|24:3|31:3|37:3|39:3|
184780233,10,9,9:3|10:4|12:3|17:3|18:4|24:3|31:3|37:3|39:3|
184827303,21,3,19:2|21:3|29:4|
184832917,18,9,9:3|10:4|12:3|17:3|18:4|24:3|31:3|37:3|39:3|
184847766,40,6,3:2|5:4|8:3|14:2|40:4|41:4|
184847916,41,6,3:2|5:4|8:3|14:2|40:4|41:4|
184850197,8,9,3:2|5:4|7:2|8:3|14:2|16:3|23:3|40:4|41:4|
184852444,29,3,19:2|21:3|29:4|
184879709,29,3,19:2|21:4|29:4|
184886439,5,6,3:2|5:4|8:3|14:2|40:4|41:4|
184895438,7,10,3:2|5:3|7:3|8:3|14:2|16:4|23:3|32:3|33:2|41:3|
184904864,21,3,19:2|21:4|29:4|
184907151,18,9,9:3|10:4|12:4|17:3|18:4|24:3|31:3|37:3|39:3|
184907613,37,9,9:3|10:4|12:4|17:3|18:4|24:3|31:3|37:3|39:3|
184912201,5,9,3:2|5:4|7:2|8:4|14:2|16:3|23:3|40:4|41:4|
184926397,26,3,6:2|15:4|26:4|
184931012,13,4,13:4|28:4|33:2|35:2|
184946958,16,9,3:2|5:3|7:3|8:3|14:2|16:4|23:3|32:2|41:3|
184951450,15,3,6:2|15:4|26:3|
184960238,12,9,9:3|10:4|12:4|17:3|18:4|24:3|31:3|37:3|39:3|
184960785,28,4,13:3|28:4|33:2|35:2|
184961742,8,9,3:2|5:4|7:2|8:4|14:2|16:3|23:3|40:4|41:4|
184972006,31,6,9:4|17:2|19:2|24:3|31:4|39:3|
184973453,16,10,3:2|5:3|7:4|8:3|14:2|16:4|23:3|32:3|33:2|41:3|
184975380,24,10,9:4|10:3|12:3|17:3|18:3|19:2|24:3|31:3|37:2|39:2|
184980389,7,10,3:2|5:3|7:4|8:3|14:2|16:4|23:3|32:3|33:2|41:3|
185010577,9,6,9:4|17:2|19:2|24:3|31:3|39:2|
185046908,1,6,1:15|20:3|22:4|30:3|34:3|38:3|
185052594,22,6,1:15|20:3|22:4|30:3|34:3|38:3|
185080335,31,6,9:4|17:2|19:2|24:3|31:4|39:4|
185083061,10,9,9:3|10:4|12:3|17:3|18:4|24:3|31:3|37:3|39:4|
185092304,39,1,39:4|
185099511,12,9,9:3|10:4|12:4|17:3|18:4|24:3|31:3|37:4|39:3|
185099544,18,9,9:3|10:4|12:4|17:3|18:4|24:3|31:3|37:4|39:3|
185152609,37,9,9:3|10:4|12:4|17:3|18:4|24:3|31:3|37:4|39:3|
185167324,9,9,9:4|12:3|17:3|18:3|19:2|24:4|31:3|37:2|39:2|
185168017,17,10,9:4|10:3|12:3|17:3|18:3|19:2|24:4|31:3|37:2|39:2|
185221157,24,10,9:4|10:3|12:3|17:3|18:3|19:2|24:4|31:3|37:2|39:2|
185225851,12,9,9:4|10:4|12:4|17:4|18:4|24:4|31:3|37:4|39:3|
185225909,18,9,9:4|10:4|12:4|17:4|18:4|24:4|31:3|37:4|39:3|
185226508,2,10,2:4|9:4|10:3|12:3|17:4|18:3|24:4|31:3|37:2|39:2|
185248020,24,10,9:4|10:3|12:3|17:4|18:3|19:2|24:4|31:3|37:2|39:2|
185255916,6,3,6:3|27:4|35:3|
185257043,25,4,6:3|25:4|27:4|35:2|
185279851,17,10,9:4|10:3|12:3|17:4|18:3|19:2|24:4|31:3|37:2|39:2|
185281225,27,3,6:3|27:4|35:2|
185283506,40,7,3:2|5:4|8:3|11:4|14:2|40:4|41:4|
185294648,11,1,11:4|
185300339,25,4,6:4|25:4|27:4|35:3|
185301293,27,3,6:4|27:4|35:3|
185301547,26,5,6:4|15:4|26:4|27:4|35:3|
185303937,36,1,36:4|
185324458,6,3,6:4|27:4|35:3|
185358169,4,3,4:4|32:4|33:3|
185358865,34,6,1:15|20:3|22:3|30:3|34:4|38:3|
185363595,7,10,3:2|5:3|7:4|8:3|14:2|16:4|23:3|32:4|33:3|41:3|
185378191,32,2,32:4|33:3|
185400437,23,8,3:2|5:3|7:2|8:3|14:2|16:3|23:4|41:3|
185449524,21,3,19:4|21:4|29:4|
185452922,41,6,3:4|5:4|8:3|14:2|40:4|41:4|
185455189,5,9,3:4|5:4|7:2|8:4|14:2|16:3|23:3|40:4|41:4|
185463764,19,1,19:4|
185464665,3,1,3:4|
185502963,40,7,3:2|5:4|8:3|11:4|14:4|40:4|41:4|
185504466,5,9,3:4|5:4|7:2|8:4|14:4|16:3|23:3|40:4|41:4|
185504483,8,9,3:2|5:4|7:2|8:4|14:4|16:3|23:3|40:4|41:4|
185514245,14,1,14:4|
185556159,32,2,32:4|33:4|
185556664,4,3,4:4|32:4|33:4|
185566857,6,3,6:4|27:4|35:4|
185576672,33,2,32:3|33:4|
185592153,35,3,6:3|27:3|35:4|
186435146,1,6,1:16|20:3|22:4|30:3|34:3|38:3|
186471919,34,6,1:16|20:3|22:4|30:3|34:4|38:3|
186471936,22,6,1:16|20:3|22:4|30:3|34:3|38:3|
186471949,20,6,1:16|20:3|22:4|30:3|34:3|38:3|
186471971,30,6,1:16|20:3|22:4|30:4|34:3|38:3|
186471973,38,6,1:16|20:3|22:4|30:3|34:3|38:3|
187881707,1,6,1:16|20:3|22:4|30:3|34:3|38:4|
187881851,30,6,1:16|20:3|22:4|30:4|34:3|38:4|
187881876,20,6,1:16|20:3|22:4|30:3|34:3|38:4|
187907753,38,6,1:16|20:3|22:4|30:3|34:3|38:4|
189074195,1,6,1:16|20:3|22:4|30:3|34:3|38:4|
190489985,20,6,1:16|20:4|22:4|30:3|34:3|38:4|
190566933,1,6,1:16|20:4|22:4|30:3|34:3|38:4|
190567068,34,6,1:16|20:4|22:4|30:3|34:4|38:4|
190567083,38,6,1:16|20:4|22:4|30:3|34:3|38:4|
190638989,42,0,
192955865,1,6,1:16|20:4|22:4|30:4|34:3|38:4|
193157555,1,6,1:16|20:4|22:4|30:4|34:3|38:4|
194012642,1,6,1:16|20:4|22:4|30:4|34:3|38:4|
194729780,1,6,1:16|20:4|22:4|30:4|34:4|38:4|
196599116,1,6,1:17|20:4|22:4|30:4|34:4|38:4|
196702005,20,6,1:17|20:4|22:4|30:4|34:4|38:4|
196702039,22,6,1:17|20:4|22:4|30:4|34:4|38:4|
196702042,38,6,1:17|20:4|22:4|30:4|34:4|38:4|
196702043,34,6,1:17|20:4|22:4|30:4|34:4|38:4|
196702046,30,6,1:17|20:4|22:4|30:4|34:4|38:4|
200647083,42,0,
204194364,1,6,1:17|20:4|22:4|30:4|34:4|38:4|
207332818,1,6,1:17|20:4|22:4|30:4|34:4|38:4|
207753240,1,6,1:17|20:4|22:4|30:4|34:4|38:4|
209133019,1,6,1:17|20:4|22:4|30:4|34:4|38:4|
209211940,1,6,1:17|20:4|22:4|30:4|34:4|38:4|
210654609,42,0,
211290499,1,6,1:18|20:4|22:4|30:4|34:4|38:4|
211357132,34,6,1:18|20:4|22:4|30:4|34:4|38:4|
211357134,20,6,1:18|20:4|22:4|30:4|34:4|38:4|
211357135,30,6,1:18|20:4|22:4|30:4|34:4|38:4|
211357165,22,6,1:18|20:4|22:4|30:4|34:4|38:4|
211357181,38,6,1:18|20:4|22:4|30:4|34:4|38:4|
219944472,1,6,1:18|20:4|22:4|30:4|34:4|38:4|
220662426,42,0,
222873337,1,6,1:18|20:4|22:4|30:4|34:4|38:4|
223086394,1,6,1:18|20:4|22:4|30:4|34:4|38:4|
223308078,1,6,1:18|20:4|22:4|30:4|34:4|38:4|
223702026,1,6,1:18|20:4|22:4|30:4|34:4|38:4|
224019815,1,6,1:19|20:4|22:4|30:4|34:4|38:4|
224107233,34,6,1:19|20:4|22:4|30:4|34:4|38:4|
224107233,38,6,1:19|20:4|22:4|30:4|34:4|38:4|
224107247,22,6,1:19|20:4|22:4|30:4|34:4|38:4|
224107248,20,6,1:19|20:4|22:4|30:4|34:4|38:4|
224107250,30,6,1:19|20:4|22:4|30:4|34:4|38:4|
230670516,42,0,
235379590,1,6,1:19|20:4|22:4|30:4|34:4|38:4|
236307307,1,6,1:20|20:4|22:4|30:4|34:4|38:4|
236392295,34,6,1:20|20:4|22:4|30:4|34:4|38:4|
236392308,22,6,1:20|20:4|22:4|30:4|34:4|38:4|
236392321,20,6,1:20|20:4|22:4|30:4|34:4|38:4|
236392338,30,6,1:20|20:4|22:4|30:4|34:4|38:4|
236392356,38,6,1:20|20:4|22:4|30:4|34:4|38:4|
237888191,1,6,1:20|20:4|22:4|30:4|34:4|38:4|
238113006,1,6,1:20|20:4|22:4|30:4|34:4|38:4|
238623464,1,6,1:20|20:4|22:4|30:4|34:4|38:4|
238829235,1,6,1:20|20:4|22:4|30:4|34:4|38:4|
240678065,42,0,
245906950,28,4,13:5|28:4|33:2|35:2|
245911031,18,9,9:4|10:5|12:4|17:4|18:4|24:4|31:3|37:4|39:4|
245919677,39,6,9:4|17:2|19:2|24:3|31:5|39:4|
245920126,25,4,6:4|25:5|27:4|35:3|
245921526,9,9,9:4|12:3|17:3|18:3|19:2|24:4|31:5|37:2|39:4|
245936600,13,4,13:5|28:4|33:2|35:2|
245951024,15,5,6:4|15:4|26:5|27:4|35:3|
245957974,31,6,9:4|17:2|19:2|24:3|31:5|39:4|
245964113,10,9,9:3|10:5|12:3|17:3|18:4|24:3|31:3|37:3|39:4|
245985069,26,5,6:4|15:4|26:5|27:4|35:3|
245990105,5,9,3:4|5:4|7:2|8:4|14:4|16:3|23:3|40:4|41:5|
246026674,41,6,3:4|5:4|8:3|14:2|40:4|41:5|
246042337,5,10,3:4|5:4|7:2|8:4|11:4|14:4|16:3|23:3|40:5|41:5|
246054411,17,11,2:5|9:4|10:3|12:3|17:4|18:3|19:2|24:4|31:3|37:2|39:2|
246083330,40,7,3:2|5:4|8:3|11:4|14:4|40:5|41:4|
246098842,4,3,4:5|32:4|33:4|
246106247,2,10,2:5|9:4|10:3|12:3|17:4|18:3|24:4|31:3|37:2|39:2|
246131071,12,9,9:4|10:5|12:4|17:4|18:5|24:4|31:3|37:4|39:4|
246131115,10,9,9:4|10:5|12:4|17:4|18:5|24:4|31:3|37:4|39:4|
