sim_time_us,event,detail
2672792953,STATUS,tick=23
2682820104,STATUS,tick=24
2692847641,STATUS,tick=25
2702872380,STATUS,tick=26
2703575783,BOOT,
2713612096,STATUS,tick=1
2723619908,STATUS,tick=2
2733627721,STATUS,tick=3
2743635533,STATUS,tick=4
2753643346,STATUS,tick=5
2763654127,STATUS,tick=6
2773667076,STATUS,tick=7
2783674596,STATUS,tick=8
2793682409,STATUS,tick=9
2803690361,STATUS,tick=10
2813698173,STATUS,tick=11
2823706006,STATUS,tick=12
2833713798,STATUS,tick=13
2843721611,STATUS,tick=14
2853729697,STATUS,tick=15
2863737236,STATUS,tick=16
2873745049,STATUS,tick=17
2883752881,STATUS,tick=18
2893760674,STATUS,tick=19
2903768773,STATUS,tick=20
2913776299,STATUS,tick=21
2923784298,STATUS,tick=22
2933799865,STATUS,tick=23
2943823332,STATUS,tick=24
2953846750,STATUS,tick=25
2963870187,STATUS,tick=26
2973893625,STATUS,tick=27
2983917082,STATUS,tick=28
2993940509,STATUS,tick=29
3003963948,STATUS,tick=30
3013987365,STATUS,tick=31
3024014816,STATUS,tick=32
3034034240,STATUS,tick=33
3044057721,STATUS,tick=34
3054081149,STATUS,tick=35
3064104586,STATUS,tick=36
3074128014,STATUS,tick=37
3082855322,BOOT,
3092891583,STATUS,tick=1
3102899396,STATUS,tick=2
3112907208,STATUS,tick=3
3122915021,STATUS,tick=4
3132922833,STATUS,tick=5
3142933617,STATUS,tick=6
3152946564,STATUS,tick=7
3162954083,STATUS,tick=8
3172961896,STATUS,tick=9
3182969848,STATUS,tick=10
3192977661,STATUS,tick=11
3202985493,STATUS,tick=12
3212993286,STATUS,tick=13
3223001098,STATUS,tick=14
3233009184,STATUS,tick=15
3243016724,STATUS,tick=16
3253024536,STATUS,tick=17
3263032368,STATUS,tick=18
3273040161,STATUS,tick=19
3283048261,STATUS,tick=20
3293055786,STATUS,tick=21
3303063599,STATUS,tick=22
3313071694,STATUS,tick=23
3323079243,STATUS,tick=24
3333087247,STATUS,tick=25
3343094977,STATUS,tick=26
3353102800,STATUS,tick=27
3363110602,STATUS,tick=28
3373134050,STATUS,tick=29
3383165330,STATUS,tick=30
3393201609,STATUS,tick=31
3403231583,STATUS,tick=32
3413259040,STATUS,tick=33
3423290300,STATUS,tick=34
3433324865,STATUS,tick=35
3443352820,STATUS,tick=36
3453384073,STATUS,tick=37
3463415304,STATUS,tick=38
3473454386,STATUS,tick=39
3483485626,STATUS,tick=40
3493516876,STATUS,tick=41
3503548146,STATUS,tick=42
3513579366,STATUS,tick=43
3523611235,STATUS,tick=44
3533645039,STATUS,tick=45
3543673139,STATUS,tick=46
3553704379,STATUS,tick=47
3556907023,BOOT,
3566943285,STATUS,tick=1
3576951097,STATUS,tick=2
3586958910,STATUS,tick=3
3596966722,STATUS,tick=4
